CBSAFP2,zone_name,is_nonmsa,n_bg,SUM_TotPop,D1B_weighted,D1D_weighted,D2A_weighted,D3B_weighted,pct_near_transit,D5AR_weighted,pct_white,pct_male,avg_hh_size,Veh_Within,ATF_Within,atf_share_within,atf_share_total
43620,"Sioux Falls, SD",0,164,255438,4.563540958884456,4.041776227282216,0.5463348940070124,60.57812759988678,44.79795488533421,31422.260893054285,85.44272560420747,50.19818930548915,2.5353197646000742,275180719,30131619.0,0.098691128,0.098448665
43780,"South Bend-Mishawaka, IN-MI",0,273,320700,4.220283852979938,3.329157136098256,0.4750404286794041,86.78821718055663,0.0,31653.40024633614,74.7329357025415,48.86476305328232,2.618084318623821,296953078,42970575.0,0.12641243,0.12284655943836
43900,"Spartanburg, SC",0,222,329839,1.4566113395714386,1.2382081252266957,0.5082485021863515,26.854650586386395,0.0,21653.508763366368,68.03170330670503,48.45467268663442,2.6164494796099222,302093880,33860114.0,0.100787948959464,0.097866838
44060,"Spokane-Spokane Valley, WA",0,370,555308,4.81580549578079,3.9837858632527614,0.4574239138288856,86.07627097193001,59.73585829845779,21418.775072572334,84.81625873722577,49.63400805980796,2.4925118978115104,459423439,80265007.0,0.148724708848038,0.148048341079015
44100,"Springfield, IL",0,193,210028,3.5711652220115493,4.164116302334473,0.4993550992177392,51.082517770383554,60.748090730759706,21298.92421486659,81.23508966519574,48.06064054081189,2.352861112048505,212814599,34981810.0,0.141171577672056,0.140508198008472
44140,"Springfield, MA",0,504,701210,6.816358152672649,4.408895857334875,0.5155852323508748,64.50346499065849,56.46596597310364,43866.91759957787,70.38857436953165,47.9830731400469,2.601941747572816,604097115,132116267.0,0.179453770102755,0.17611773584799
44180,"Springfield, MO",0,263,458834,2.799033788464496,2.752750214054441,0.5287396776103078,47.35824489365844,0.0,24211.36104342747,89.82990005060182,48.92698201256828,2.45528878317104,480918912,46481104.0,0.088132542,0.08774478
44220,"Springfield, OH",0,136,135198,3.9419175191379447,2.730919974039734,0.4827880662601464,62.3940589479902,0.0,28694.53670172636,84.05652954886213,48.42198239389576,2.463178294573644,111871359,15867659.0,0.124219359506897,0.120848315507037
41060,"St. Cloud, MN",0,126,196598,4.075813648119456,2.591176489205249,0.5811470889686928,53.01284551703099,5.79507421235211,17828.39235394053,86.80236276380923,50.273691843630566,2.6152822957685267,145719750,20607854.0,0.123899181521306,0.120404473
41100,"St. George, UT",0,57,160537,3.00774346652664,2.709890747014166,0.6141903797829312,45.90731613419402,0.0,9814.42981368781,84.30803746434194,49.42193219991436,2.9016344673106538,199681580,27726288.0,0.121923169,0.12166364453449
41140,"St. Joseph, MO-KS",0,106,126779,3.2015418894662075,2.489780930376273,0.5575381475672143,72.51996169905753,0.0,13336.83665275795,85.30826722040374,51.633075222115664,2.677865738480803,128555039,12373621.0,0.087800601,0.086984169
41180,"St. Louis, MO-IL",0,1990,2805551,5.290673049591704,4.518693658173107,0.5261711504642625,68.10436766787657,37.221636676716976,91453.51566234228,73.72719851418263,48.48587796192058,2.4892229713541343,2458178118,321281523.0,0.115591361090751,0.115377586715881
